1,12335.93,39165.40,6.718126638179067e-06,7.1021682504914224e-06 good
2,12385.93,39165.40,6.647267549852155e-06,7.1545186017448536e-06 good
3,12435.93,39165.40,6.889332206291736e-06,7.409668657158416e-06 good
4,12485.93,39165.40,6.972259519296088e-06,7.417371513292063e-06 good
5,12535.93,39165.40,6.674797538142689e-06,7.189788436846799e-06 good
6,12585.93,39165.40,5.518878284384585e-06,6.54271374535937e-06 good
7,12635.94,39165.40,7.1258069015053195e-06,7.396133434964349e-06 good
8,12685.94,39165.40,6.0874303173966004e-06,6.776173549706711e-06 good
9,12735.93,39165.40,6.833267034714974e-06,7.258555027031296e-06 good
10,12785.93,39165.40,7.02578743191149e-06,7.458872334603212e-06 good
11,12835.93,39165.40,6.761855856686681e-06,7.188714024014232e-06 good
12,12885.93,39165.40,6.622026316648983e-06,7.168337075189181e-06 good
13,12935.93,39165.40,6.309097028577709e-06,7.050210654983002e-06 good
14,12985.93,39165.40,7.640157659705264e-06,7.920519402573269e-06 good
15,13035.93,39165.40,7.105054595075503e-06,7.424383657137829e-06 good
16,13085.93,39165.40,7.448768014911072e-06,7.809456221621193e-06 good
17,13135.93,39165.40,5.844325367976541e-06,6.525365306557733e-06 good
18,13185.94,39165.40,5.627669784054273e-06,6.2610086044061304e-06 good
19,13235.94,39165.40,6.7189099772289795e-06,7.089798525978708e-06 good
20,13285.93,39165.40,7.122632008438247e-06,7.550619843428223e-06 good
21,13335.93,39165.40,5.384304409191146e-06,6.233306359954778e-06 good
22,13385.93,39165.40,6.665849438687448e-06,7.0568139789612795e-06 good
23,13435.93,39165.40,7.013753686844583e-06,7.442134510583723e-06 good
24,13485.93,39165.40,6.865559462254106e-06,7.229566400250869e-06 good
25,13535.93,39165.40,6.312406565647762e-06,6.776580762349904e-06 good
26,13585.93,39165.40,6.904430379971924e-06,7.389214356843285e-06 good
27,13635.93,39165.40,7.088008354179401e-06,7.415118801982202e-06 good
28,13685.93,39165.40,6.900634443374737e-06,7.213193784394355e-06 good
29,13735.94,39165.40,6.39404928223648e-06,6.792526898255163e-06 good
30,13785.94,39165.40,6.3127946009742055e-06,6.860290837268216e-06 good
31,13835.93,39165.40,6.69118936043513e-06,7.148611069344786e-06 good
32,12335.93,39365.40,6.5098114301132755e-06,7.02291450851309e-06 good
33,12385.93,39365.40,6.510803059784189e-06,7.0920942952003584e-06 good
34,12435.93,39365.40,6.706372120054122e-06,7.283199529176119e-06 good
35,12485.93,39365.40,7.0917952460954855e-06,7.592581232958896e-06 good
36,12535.93,39365.40,7.400494640167686e-06,7.754911958513765e-06 good
37,12585.93,39365.40,6.836821598267888e-06,7.235303189934829e-06 good
38,12635.94,39365.40,7.16694483705271e-06,7.669036433747685e-06 good
39,12685.94,39365.40,7.157248278534723e-06,7.516692938205909e-06 good
40,12735.93,39365.40,7.342740843388077e-06,7.711068954827594e-06 good
41,12785.93,39365.40,6.806991503760038e-06,7.203670703851293e-06 good
42,12835.93,39365.40,7.197346804763208e-06,7.63820091898956e-06 good
43,12885.93,39365.40,7.148587427719377e-06,7.515679563916251e-06 good
44,12935.93,39365.40,7.257134043023074e-06,7.647788196765281e-06 good
45,12985.93,39365.40,6.59286978423999e-06,7.0476782399453e-06 good
46,13035.93,39365.40,7.153263935679778e-06,7.633376073606485e-06 good
47,13085.93,39365.40,6.888879406059857e-06,7.279440265638928e-06 good
48,13135.93,39365.40,7.117963882421792e-06,7.512393533513642e-06 good
49,13185.94,39365.40,6.894223318740944e-06,7.278602076607488e-06 good
50,13235.94,39365.40,6.971282895749847e-06,7.33094898935949e-06 good
51,13285.93,39365.40,6.897928085080568e-06,7.253542790989846e-06 good
52,13335.93,39365.40,6.709348370243524e-06,7.114429086785608e-06 good
53,13385.93,39365.40,6.681564346614585e-06,7.071477574836425e-06 good
54,13435.93,39365.40,6.856096838556822e-06,7.223122409572547e-06 good
55,13485.93,39365.40,5.9102179984958624e-06,6.310676830836067e-06 good
56,13535.93,39365.40,6.440682156041491e-06,6.937975311993737e-06 good
57,13585.93,39365.40,6.418638338475514e-06,6.864564111506057e-06 good
58,13635.93,39365.40,6.808413335155703e-06,7.175345140473189e-06 good
59,13685.93,39365.40,6.14552852459005e-06,6.483989393550571e-06 good
60,13735.94,39365.40,6.362360833045045e-06,6.812047266785402e-06 good
61,13785.94,39365.40,6.385033799321185e-06,6.787456504355654e-06 good
62,13835.93,39365.40,5.73511209279221e-06,6.221547947855016e-06 good
63,12335.93,39565.40,7.199182846403417e-06,7.890222951525506e-06 good
64,12385.93,39565.40,7.333388837042436e-06,7.716923083045247e-06 good
65,12435.93,39565.40,7.504146550944959e-06,7.842391014095262e-06 good
66,12485.93,39565.40,7.363702573264658e-06,7.673418048669889e-06 good
67,12535.93,39565.40,6.543272065701267e-06,6.9944926541688005e-06 good
68,12585.93,39565.40,6.513694838647185e-06,7.1659732840557735e-06 good
69,12635.94,39565.40,6.985462990325438e-06,7.600488986948474e-06 good
70,12685.94,39565.40,7.201536625384772e-06,7.630136783812807e-06 good
71,12735.93,39565.40,6.573097382588694e-06,7.153653415223274e-06 good
72,12785.93,39565.40,6.733305969097012e-06,7.123362701181497e-06 good
73,12835.93,39565.40,6.887994306860065e-06,7.3565297132858045e-06 good
74,12885.93,39565.40,6.5664620559556885e-06,7.05708113479311e-06 good
75,12935.93,39565.40,6.91120076684577e-06,7.3986417706602e-06 good
76,12985.93,39565.40,6.181876314944081e-06,6.685256797405552e-06 good
77,13035.93,39565.40,6.292140872644324e-06,6.9850815894060204e-06 good
78,13085.93,39565.40,7.09637578636885e-06,7.63636030551533e-06 good
79,13135.93,39565.40,6.86815792148373e-06,7.1661231636485335e-06 good
80,13185.94,39565.40,6.380697109423359e-06,6.7582322378821695e-06 good
81,13235.94,39565.40,6.437418323966903e-06,6.934422533956733e-06 good
82,13285.93,39565.40,6.379328031961111e-06,6.887069912982246e-06 good
83,13335.93,39565.40,7.124495654241203e-06,7.406205362459048e-06 good
84,13385.93,39565.40,6.864748900048316e-06,7.125408996465654e-06 good
85,13435.93,39565.40,6.823211832969882e-06,7.074088979122554e-06 good
86,13485.93,39565.40,6.147347115384437e-06,6.477015537847333e-06 good
87,13535.93,39565.40,6.318572963281086e-06,6.7661129826573494e-06 good
